ID,open_month,end_month,window,STATUS
5054231,-49,0,49,Paid
5054232,-29,0,29,No Loan
5054234,-31,0,31,Paid
5054235,-14,0,14,No Loan
5054236,-27,0,27,No Loan
5054237,-14,0,14,No Loan
5054240,-14,0,14,Paid
5054241,-14,0,14,No Loan
5054242,-23,0,23,No Loan
5054243,-28,-14,14,Paid
5054244,-2,0,2,No Loan
5054245,-56,-33,23,No Loan
5054247,-21,-15,6,Paid
5054248,-21,-15,6,Paid
5054249,-6,0,6,No Loan
5054250,-57,0,57,Paid
5054251,-34,-26,8,Paid
5054252,-48,-40,8,Paid
5054253,-15,-14,1,Paid
5054254,-38,0,38,No Loan
5054255,-50,-45,5,Paid
5054256,-1,0,1,Paid
5054257,-11,0,11,Paid
5054258,-17,-9,8,Paid
5054259,-23,-15,8,Paid
5054260,-8,0,8,No Loan
5054261,-5,0,5,Paid
5054262,-5,0,5,No Loan
5054263,-48,0,48,No Loan
5054264,-57,0,57,No Loan
5054265,-57,0,57,Paid
5054268,-56,0,56,Paid
5054269,-48,0,48,No Loan
5054270,-11,0,11,Paid
5054271,-11,0,11,Paid
5054272,-14,0,14,No Loan
5054273,-19,0,19,No Loan
5054274,-25,-6,19,No Loan
5054275,-15,0,15,Paid
5054276,-25,-6,19,No Loan
5054277,-19,-12,7,Paid
5054278,-7,0,7,No Loan
5054279,-41,-6,35,Paid
5054280,-35,-4,31,Paid
5054281,-10,0,10,Paid
5054284,-2,0,2,Paid
5054285,-51,-49,2,Closed
5054286,-4,0,4,Paid
5054287,-51,0,51,No Loan
5054290,-48,0,48,No Loan
5054291,-20,-18,2,Closed
5054292,-45,-28,17,Paid
5054293,-45,0,45,No Loan
5054294,-33,-31,2,Closed
5054295,-25,-17,8,Paid
5054296,-21,0,21,Paid
5054297,-36,0,36,Paid
5054298,-25,0,25,No Loan
5054299,-8,0,8,Paid
5054300,-2,0,2,No Loan
5054301,-25,0,25,Paid
5054302,-51,-25,26,No Loan
5054303,-36,0,36,Paid
5054304,-47,-21,26,No Loan
5054305,-18,0,18,No Loan
5054306,-6,0,6,No Loan
5054307,-9,0,9,No Loan
5054308,-12,-3,9,Paid
5054309,-6,0,6,Paid
5054310,-6,0,6,No Loan
5054311,-60,0,60,No Loan
5054312,-28,0,28,No Loan
5054313,-48,0,48,No Loan
5054314,-52,0,52,No Loan
5054315,-50,0,50,No Loan
5054316,-12,0,12,No Loan
5054317,-31,0,31,No Loan
5054318,-5,0,5,Paid
5054319,-29,-24,5,Paid
5054320,0,0,0,Paid
5054321,-53,0,53,Paid
5054322,-34,-21,13,No Loan
5054325,-54,-20,34,No Loan
5054327,-13,0,13,No Loan
5054328,-9,0,9,Paid
5054330,-26,-13,13,No Loan
5054331,-26,-13,13,No Loan
5054332,-26,-13,13,No Loan
5054333,-13,0,13,No Loan
5054335,-1,0,1,Paid
5054336,-42,0,42,Paid
5054338,-46,0,46,Paid
5054339,-6,0,6,Paid
5054342,-44,0,44,Paid
5054343,-31,0,31,Paid
5054344,-21,0,21,Paid
5054345,-37,-34,3,No Loan
5054347,-3,0,3,Paid
5054348,-42,-39,3,No Loan
5054349,-7,0,7,Paid
5054350,-5,0,5,Paid
5054351,-1,0,1,No Loan
5054352,-59,-7,52,Paid
5054354,-52,0,52,No Loan
5054355,-17,0,17,No Loan
5054356,-52,0,52,Paid
5054357,-59,0,59,Paid
5054359,-18,0,18,Paid
5054362,-39,0,39,Paid
5054363,-50,0,50,No Loan
5054365,-46,-20,26,No Loan
5054368,-8,0,8,No Loan
5054370,-26,0,26,No Loan
5054371,-35,-1,34,Paid
5054372,-27,0,27,Paid
5054373,-25,0,25,No Loan
5054374,-19,0,19,No Loan
5054375,-16,0,16,No Loan
5054376,-14,0,14,Paid
5054377,-15,0,15,No Loan
5054378,-18,0,18,Paid
5054379,-29,-11,18,Paid
5054381,-54,-36,18,Paid
5054382,-12,0,12,Paid
5054384,-16,0,16,No Loan
5054386,-41,0,41,Paid
5054387,-25,0,25,Paid
5054389,-5,0,5,Paid
5054392,-42,0,42,No Loan
5054393,-22,0,22,Paid
5054395,-38,0,38,Paid
5054396,-27,0,27,No Loan
5054397,-45,0,45,Paid
5054398,-32,-5,27,No Loan
5054399,-18,0,18,No Loan
5054404,-5,0,5,No Loan
5054405,-53,-25,28,Paid
5054406,-2,0,2,No Loan
5054407,-19,0,19,Paid
5054410,-2,0,2,No Loan
5054411,-5,0,5,No Loan
5054412,-19,-14,5,No Loan
5054413,-53,-51,2,No Loan
5054414,-28,-9,19,Paid
5054415,-13,0,13,No Loan
5054417,-38,-1,37,Paid
5054419,-37,-18,19,No Loan
5054420,-37,0,37,Paid
5054421,-9,0,9,Paid
5054422,-48,0,48,Paid
5054423,-32,0,32,Paid
5054424,-9,-7,2,Paid
5054425,-9,-7,2,Paid
5054426,-9,0,9,No Loan
5054429,-2,0,2,No Loan
5054430,-25,-16,9,No Loan
5054432,-9,-1,8,Paid
5054433,-40,0,40,No Loan
5054434,-27,0,27,Paid
5054437,-28,0,28,No Loan
5054438,-38,0,38,Paid
5054440,-29,0,29,No Loan
5054443,-57,-30,27,No Loan
5054445,-26,0,26,Paid
5054446,-9,0,9,No Loan
5054450,-27,0,27,No Loan
5054453,-55,-28,27,No Loan
5054454,-10,0,10,Paid
5054455,-20,0,20,Paid
5054456,-14,-1,13,Paid
5054457,-17,0,17,Paid
5054459,-26,0,26,Paid
5054460,-29,-15,14,Paid
5054461,-43,-7,36,Paid
5054462,-35,-9,26,Paid
5054465,-26,0,26,Paid
5054466,-14,0,14,Paid
5054467,-60,-5,55,Paid
5054468,-10,0,10,Paid
5054469,-15,0,15,Paid
5054471,-32,0,32,Paid
5054472,-26,-23,3,No Loan
5054473,-3,0,3,No Loan
5054474,-29,-3,26,Paid
5054475,-32,-6,26,No Loan
5054476,-26,-23,3,No Loan
5054477,-22,-19,3,No Loan
5054478,-21,-18,3,No Loan
5054479,-9,0,9,No Loan
5054480,-2,0,2,No Loan
5054481,-14,0,14,Paid
5054482,-19,0,19,No Loan
5054483,-19,0,19,Paid
5054484,-53,0,53,No Loan
5054485,-30,-17,13,Paid
5054486,-42,0,42,No Loan
5054487,-5,0,5,No Loan
5054488,-5,0,5,Paid
5054489,-13,0,13,No Loan
5054490,-35,-5,30,Paid
5054491,-13,0,13,No Loan
5054492,-7,-2,5,Paid
5054493,-16,-11,5,Paid
5054494,-24,-19,5,Paid
5054495,-29,0,29,No Loan
5054496,-25,-7,18,Paid
5054497,-3,0,3,Paid
5054498,-17,0,17,Paid
5054499,-20,0,20,Paid
5054500,-16,0,16,Paid
5054501,-13,0,13,Paid
5054502,-4,0,4,Paid
5054503,-51,0,51,No Loan
5054506,-33,-11,22,No Loan
5054507,-30,-8,22,Paid
5054508,-25,0,25,Paid
5054509,-22,0,22,No Loan
5054510,-13,0,13,Paid
5054511,-13,0,13,Paid
5054512,-4,0,4,Paid
5054513,-5,-1,4,Paid
5054514,-4,-4,0,Paid
5054515,0,0,0,Paid
5054516,-49,-32,17,No Loan
5054517,-11,0,11,Closed
5054518,-50,-33,17,No Loan
5054519,-17,0,17,Paid
5054520,-17,0,17,Paid
5054521,-21,-10,11,No Loan
5054522,-4,0,4,No Loan
5054524,-57,0,57,No Loan
5054525,-9,0,9,No Loan
5054526,-47,-38,9,Paid
5054527,-4,0,4,Paid
5054531,-39,0,39,No Loan
5054532,-41,-30,11,No Loan
5054533,-56,0,56,No Loan
5054536,-59,0,59,No Loan
5054537,-11,0,11,No Loan
5054541,-39,0,39,No Loan
5054542,-37,0,37,No Loan
5054543,-58,-53,5,Paid
5054544,-24,-3,21,Paid
5054545,-15,0,15,Paid
5054546,-15,0,15,Paid
5054547,-5,0,5,Paid
5054548,-17,-1,16,Paid
5054550,-42,0,42,Paid
5054553,-38,0,38,Paid
5054554,-18,0,18,No Loan
5054555,-18,0,18,Paid
5054558,-1,0,1,Paid
5054560,-2,-1,1,Paid
5054561,-9,0,9,Paid
5054562,-1,0,1,Paid
5054563,-1,0,1,Paid
5054564,-27,0,27,Paid
5054565,-3,0,3,Paid
5054566,-24,0,24,No Loan
5054567,-35,-2,33,No Loan
5054568,-37,-13,24,No Loan
5054569,-40,-7,33,No Loan
5054570,-24,0,24,No Loan
5054571,-33,0,33,No Loan
5054572,-35,0,35,Paid
5054573,-28,0,28,No Loan
5054574,-33,-5,28,No Loan
5054577,-39,-4,35,No Loan
5054578,-2,0,2,No Loan
5054581,-51,-16,35,No Loan
5054582,-28,-15,13,Paid
5054583,-35,0,35,No Loan
5054584,-13,0,13,No Loan
5054585,-28,0,28,Paid
5054586,-27,0,27,Paid
5054587,-52,-25,27,No Loan
5054588,-15,0,15,Paid
5054589,-26,0,26,No Loan
5054590,-9,0,9,Paid
5054591,-42,-36,6,Paid
5054592,-25,-16,9,Paid
5054593,-8,-2,6,Paid
5054594,-33,-24,9,Paid
5054595,-21,-13,8,Paid
5054596,-17,0,17,Paid
5054598,-48,0,48,No Loan
5054601,-6,0,6,Paid
5054603,-23,0,23,Paid
5054604,-28,-7,21,Paid
5054605,-17,-4,13,Paid
5054606,-8,0,8,No Loan
5054607,-25,0,25,Paid
5054608,-7,-3,4,Paid
5054609,-45,-25,20,Paid
5054610,-28,-13,15,Paid
5054611,-28,0,28,Paid
5054612,-21,-6,15,Paid
5054613,-20,0,20,No Loan
5054614,-15,0,15,No Loan
5054615,-13,-3,10,Paid
5054616,-13,0,13,No Loan
5054617,-4,0,4,No Loan
5054618,-29,-21,8,Paid
5054619,-8,0,8,No Loan
5054620,-56,0,56,No Loan
5054622,-36,0,36,Paid
5054625,-54,-18,36,Paid
5054626,-15,0,15,Paid
5054627,-11,0,11,Paid
5054628,-11,0,11,Paid
5054629,-11,0,11,Paid
5054630,-16,0,16,Paid
5054631,-12,-1,11,No Loan
5054632,-21,-5,16,Paid
5054633,-21,-5,16,Paid
5054634,-10,0,10,Paid
5054636,-45,0,45,No Loan
5054637,-35,0,35,No Loan
5054638,-25,-19,6,Paid
5054639,-13,-7,6,Paid
5054640,-6,0,6,Paid
5054641,-6,0,6,No Loan
5054642,-33,0,33,Paid
5054643,-33,0,33,No Loan
5054644,-33,0,33,Paid
5054645,-8,0,8,No Loan
5054646,-54,0,54,Paid
5054648,-18,0,18,Paid
5054649,-16,0,16,Paid
5054650,-10,0,10,Paid
5054652,-51,0,51,Paid
5054653,-34,0,34,No Loan
5054654,-55,0,55,Paid
5054655,-37,0,37,No Loan
5054656,-25,0,25,No Loan
5054658,-33,-25,8,Paid
5054659,-39,0,39,Paid
5054660,-8,0,8,Paid
5054661,-32,-22,10,Paid
5054663,-5,0,5,Paid
5054664,-3,0,3,Paid
5054665,-3,0,3,No Loan
5054668,-50,-11,39,Paid
5054669,-26,0,26,No Loan
5054670,-23,0,23,Paid
5054671,-47,-33,14,No Loan
5054672,-28,0,28,No Loan
5054673,-14,0,14,Paid
5054674,-9,0,9,No Loan
5054676,-52,-21,31,Paid
5054678,-1,0,1,Paid
5054679,-14,0,14,Paid
5054680,-9,0,9,Paid
5054681,-31,-17,14,Paid
5054682,-31,0,31,Paid
5054683,-34,0,34,Paid
5054684,-36,-27,9,Paid
5054685,-14,0,14,No Loan
5054686,-9,0,9,Paid
5054687,-23,0,23,Paid
5054688,-31,0,31,Paid
5054689,-21,0,21,Paid
5054690,-34,-17,17,No Loan
5054691,-34,0,34,Paid
5054692,-19,0,19,Paid
5054693,-16,0,16,Paid
5054694,-7,0,7,Paid
5054697,-31,0,31,No Loan
5054698,-57,0,57,Paid
5054699,-11,0,11,No Loan
5054702,-5,0,5,No Loan
5054703,-20,-17,3,No Loan
5054704,-3,0,3,Paid
5054705,-16,-13,3,No Loan
5054706,-39,0,39,No Loan
5054707,-28,0,28,No Loan
5054709,-4,0,4,No Loan
5054710,-10,0,10,Paid
5054711,-28,-14,14,Paid
5054712,-52,0,52,Paid
5054713,-1,0,1,Paid
5054714,-46,0,46,Paid
5054715,-42,-28,14,Paid
5054716,-14,0,14,Paid
5054717,-49,0,49,No Loan
5054718,-39,0,39,Paid
5054719,-39,0,39,No Loan
5054722,-31,0,31,Paid
5054726,-3,0,3,Paid
5054727,-3,0,3,Paid
5054728,-6,0,6,Paid
5054729,-16,0,16,Paid
5054732,-54,-26,28,No Loan
5054733,-42,0,42,Paid
5054736,-14,0,14,No Loan
5054737,-4,0,4,No Loan
5054738,-4,0,4,No Loan
5054739,-8,0,8,Paid
5054740,0,0,0,No Loan
5054741,-1,0,1,30 Days Due
5054742,-2,0,2,Paid
5054743,-8,0,8,No Loan
5054744,-3,0,3,No Loan
5054745,-4,0,4,No Loan
5054746,-18,-10,8,No Loan
5054747,0,0,0,Paid
5054748,-28,-24,4,No Loan
5054749,-7,0,7,Paid
5054750,-5,0,5,No Loan
5054751,-7,0,7,Paid
5054752,-15,-7,8,No Loan
5054754,-30,-22,8,No Loan
5054755,-8,0,8,No Loan
5054756,-14,0,14,Paid
5054757,-28,-15,13,Paid
5054758,-29,-10,19,Paid
5054759,-20,0,20,Paid
5054760,-13,0,13,Paid
5054761,-11,0,11,Paid
5054762,-29,-18,11,Paid
5054763,-22,0,22,Paid
5054764,-19,0,19,Paid
5054765,-17,-13,4,Paid
5054766,-7,0,7,Paid
5054767,-4,0,4,Paid
5054768,-3,0,3,No Loan
5054769,-22,-15,7,Paid
5054770,-27,-20,7,Paid
5054771,-11,0,11,Paid
5054772,-11,0,11,No Loan
5054773,-7,0,7,No Loan
5054774,-53,-24,29,Paid
5054775,-57,0,57,Paid
5054776,-57,-28,29,Paid
5054777,-30,-1,29,Paid
5054778,-23,0,23,Paid
5055997,-27,0,27,Paid
5055998,-43,-16,27,No Loan
5055999,-46,-1,45,No Loan
5056001,-39,-9,30,Paid
5056002,-12,0,12,No Loan
5056006,-51,-9,42,No Loan
5056007,-25,0,25,Paid
5056008,-52,-10,42,No Loan
5056009,-51,-1,50,Paid
5056011,-49,0,49,No Loan
5056012,-37,0,37,Paid
5056013,-41,0,41,No Loan
5056014,-2,0,2,No Loan
5056015,-43,0,43,Paid
5056016,-14,0,14,No Loan
5056017,-31,0,31,No Loan
5056019,-26,0,26,No Loan
5056020,-21,0,21,Paid
5056021,-19,0,19,No Loan
5056022,-7,0,7,No Loan
5056023,-50,-22,28,No Loan
5056025,-8,-3,5,No Loan
5056027,-10,0,10,Paid
5056028,-3,0,3,Paid
5056029,-35,-14,21,Paid
5056030,-10,0,10,Paid
5056031,-40,0,40,No Loan
5056032,-21,0,21,Paid
5056033,-36,0,36,Paid
5056034,-24,-5,19,Paid
5056035,-52,0,52,No Loan
5056036,-12,0,12,No Loan
5056039,-50,0,50,No Loan
5056042,-16,-4,12,Paid
5056043,-50,0,50,No Loan
5056045,-8,0,8,No Loan
5056046,-57,-21,36,No Loan
5056047,-25,0,25,Paid
5056048,-10,0,10,Paid
5056049,-32,0,32,Paid
5056050,-34,-28,6,No Loan
5056051,-34,0,34,Paid
5056053,-45,-13,32,No Loan
5056055,-22,-6,16,No Loan
5056056,-34,-17,17,Paid
5056057,-17,0,17,Paid
5056058,-4,0,4,Paid
5056059,-5,0,5,No Loan
5056061,-41,0,41,Paid
5056063,-23,-15,8,Paid
5056064,-60,-52,8,Paid
5056070,-26,0,26,No Loan
5056071,-8,0,8,No Loan
5056072,-51,0,51,Paid
5056073,-2,0,2,No Loan
5056074,-49,0,49,Paid
5056075,-60,0,60,No Loan
5056076,-10,0,10,Paid
5056077,-35,0,35,Paid
5056079,-45,-15,30,No Loan
5056081,-42,0,42,Paid
5056082,-51,0,51,Paid
5056083,-44,0,44,Paid
5056084,-36,-24,12,Paid
5056085,-36,0,36,No Loan
5056086,-33,-21,12,Paid
5056087,-7,0,7,No Loan
5056089,-35,-23,12,Paid
5056090,-17,-15,2,Paid
5056091,-7,0,7,Paid
5056092,-1,0,1,Paid
5056095,-52,-20,32,Paid
5056096,-52,-13,39,Paid
5056097,-39,-15,24,Paid
5056098,-31,0,31,Paid
5056102,-52,0,52,No Loan
5056103,-36,0,36,Paid
5056107,-29,0,29,Paid
5056111,-38,0,38,Paid
5056112,-37,0,37,Paid
5056113,-49,0,49,No Loan
5056115,-38,0,38,No Loan
5056116,-32,0,32,No Loan
5056117,-31,0,31,Paid
5056122,-24,0,24,Paid
5056123,-1,0,1,Paid
5056127,-33,-24,9,Paid
5056128,-38,0,38,Paid
5056129,-53,0,53,Paid
5056130,-28,-27,1,Paid
5056131,0,0,0,Paid
5056132,-5,0,5,No Loan
5056134,-38,-13,25,Paid
5056135,-15,0,15,Paid
5056137,-27,0,27,No Loan
5056138,-19,0,19,No Loan
5056139,-12,0,12,Paid
5056142,-38,-10,28,No Loan
5056143,-38,0,38,No Loan
5056144,-31,0,31,No Loan
5056146,-41,-10,31,Paid
5056147,-12,0,12,No Loan
5056149,-41,-1,40,No Loan
5056151,-56,-37,19,No Loan
5056152,-35,0,35,Paid
5056153,-16,0,16,Paid
5056155,-18,0,18,Paid
5056159,-53,0,53,Paid
5056160,-31,0,31,No Loan
5056161,-31,0,31,Paid
5056162,-31,0,31,No Loan
5056163,-52,0,52,No Loan
5056164,-59,-6,53,Paid
5056165,-39,0,39,Paid
5056166,-16,-7,9,Paid
5056167,-16,0,16,Paid
5056168,-9,0,9,Paid
5056169,-3,0,3,Paid
5056175,-4,0,4,No Loan
5056176,-3,0,3,No Loan
5056177,-2,0,2,No Loan
5056178,-23,0,23,Paid
5056179,-12,0,12,Paid
5056180,-15,0,15,Paid
5056181,-15,0,15,Paid
5056182,-15,0,15,Paid
5056183,-1,0,1,Paid
5056184,-18,-5,13,Paid
5056185,-12,0,12,No Loan
5056186,-23,0,23,Paid
5056187,-16,-1,15,No Loan
5056188,-9,0,9,No Loan
5056189,-14,0,14,No Loan
5056192,-17,0,17,Paid
5056193,-21,0,21,Paid
5056194,-9,0,9,Paid
5056200,-52,0,52,No Loan
5056201,-58,0,58,No Loan
5056202,-16,0,16,No Loan
5056203,-3,0,3,Paid
5056210,-41,0,41,No Loan
5056216,-47,0,47,No Loan
5056217,-52,-11,41,No Loan
5056218,-11,0,11,Paid
5056219,-4,0,4,Paid
5056222,-12,0,12,No Loan
5056224,-53,-5,48,Paid
5056225,-52,0,52,No Loan
5056226,-16,0,16,No Loan
5056227,-26,0,26,No Loan
5056228,-36,0,36,Paid
5056229,-40,0,40,No Loan
5056230,-10,0,10,Paid
5056231,-40,-13,27,Paid
5056235,-56,-13,43,Paid
5056236,-42,-15,27,Paid
5056237,-29,0,29,No Loan
5056238,-3,0,3,No Loan
5058244,-8,0,8,No Loan
5058246,-3,0,3,Closed
5058247,-2,0,2,Closed
5058248,-2,0,2,No Loan
5058249,-3,0,3,No Loan
5058250,-1,0,1,No Loan
5058251,-16,0,16,Paid
5058252,-17,0,17,No Loan
5058253,-17,0,17,No Loan
5058254,-12,0,12,Paid
5058255,-17,0,17,Paid
5058256,-27,0,27,Paid
5058257,-21,0,21,No Loan
5058258,-13,0,13,No Loan
5058259,-28,0,28,Paid
5058260,-1,0,1,Paid
5058261,-6,0,6,Paid
5058262,-21,0,21,Closed
5058263,-21,0,21,No Loan
5058264,-25,0,25,Paid
5058265,-5,0,5,Paid
5058266,-7,0,7,Paid
5058267,-9,0,9,Paid
5058268,-17,0,17,Paid
5058269,-21,0,21,Paid
5058270,-14,0,14,Paid
5058271,-8,0,8,Paid
5058272,-14,0,14,Paid
5058273,-17,0,17,Paid
5058274,-45,0,45,No Loan
5058276,-8,0,8,No Loan
5058280,-51,0,51,Paid
5058281,-45,0,45,No Loan
5058282,-30,0,30,Paid
5058284,-28,0,28,No Loan
5058285,-36,0,36,Paid
5058286,-22,0,22,Paid
5058290,-10,0,10,No Loan
5058291,-16,0,16,Paid
5058292,-7,0,7,Paid
5058293,-17,0,17,Paid
5058294,-7,0,7,Paid
5058295,-17,0,17,No Loan
5058296,-33,0,33,Paid
5058297,-21,0,21,Paid
5058298,-6,0,6,No Loan
5058299,-34,0,34,No Loan
5058300,-46,0,46,Paid
5058301,-14,0,14,Paid
5058302,-31,0,31,Paid
5058305,-9,0,9,No Loan
5058306,-4,0,4,No Loan
5058307,-6,0,6,No Loan
5058308,-21,-15,6,No Loan
5058309,-20,0,20,Paid
5058310,-7,-1,6,No Loan
5058315,-19,0,19,Paid
5058316,-30,0,30,Paid
5058317,-30,-29,1,Paid
5058318,-17,0,17,Paid
5058319,-17,-16,1,Paid
5058320,-1,0,1,Paid
5058321,-12,0,12,Paid
5058322,-36,-11,25,No Loan
5058323,-11,0,11,Paid
5058324,-29,0,29,Paid
5058325,-25,-5,20,Paid
5058326,-19,0,19,Paid
5058327,-14,-1,13,No Loan
5058328,-40,-3,37,No Loan
5058329,-12,0,12,No Loan
5058330,-14,0,14,No Loan
5058331,-38,-25,13,No Loan
5058332,-13,0,13,Paid
5058335,-42,-34,8,Paid
5058336,-45,0,45,No Loan
5058338,-59,0,59,No Loan
5058339,-4,0,4,No Loan
5058341,-24,-16,8,Paid
5058342,-24,0,24,Paid
5058343,-11,0,11,Paid
5058344,-9,0,9,Paid
5058345,-55,0,55,Paid
5058348,-41,0,41,Paid
5058350,-37,0,37,Paid
5058351,-20,0,20,Paid
5058352,-11,0,11,Paid
5058353,-6,0,6,Paid
5058354,-5,0,5,Paid
5058355,-9,0,9,Paid
5058356,-51,0,51,Paid
5058357,-1,0,1,Paid
5058358,-13,0,13,No Loan
5058359,-12,-2,10,Paid
5058360,-12,0,12,Paid
5058361,-10,0,10,Paid
5058362,-3,0,3,No Loan
5058363,-51,-22,29,No Loan
5058364,-45,-20,25,Paid
5058365,-9,0,9,No Loan
5058366,-51,0,51,No Loan
5058369,-60,0,60,Paid
5058371,-54,0,54,Paid
5058372,-4,0,4,Paid
5058373,-19,-1,18,Paid
5058374,-29,0,29,Paid
5058375,-36,0,36,Paid
5058376,-9,-2,7,No Loan
5058377,-7,0,7,Paid
5058378,-37,-25,12,Paid
5058379,-32,-20,12,Paid
5058380,-12,0,12,Paid
5058381,-7,0,7,Paid
5058382,-6,0,6,Paid
5058383,-14,0,14,No Loan
5058384,-51,0,51,Paid
5058385,-36,0,36,Paid
5058386,-19,0,19,Paid
5058387,-19,-4,15,Paid
5058390,-10,0,10,No Loan
5058392,-36,0,36,Paid
5058393,-11,0,11,No Loan
5058394,-10,0,10,Paid
5058395,-36,0,36,Paid
5058396,-56,-39,17,Paid
5058397,-9,0,9,Paid
5058398,-17,0,17,Paid
5058399,-16,0,16,Paid
5058400,-10,0,10,Paid
5058401,-56,-39,17,Paid
5058403,-9,0,9,Paid
5058405,-56,-52,4,No Loan
5058406,-13,0,13,No Loan
5058407,-46,0,46,No Loan
5058408,-30,0,30,Paid
5058409,-11,0,11,No Loan
5058411,-18,0,18,No Loan
5058412,-3,0,3,Paid
5058414,-17,-5,12,Paid
5058415,-43,-28,15,No Loan
5058416,-36,0,36,No Loan
5058418,-22,-3,19,No Loan
5058419,-56,-44,12,Paid
5058420,-25,-10,15,No Loan
5058421,-19,0,19,No Loan
5058422,-52,0,52,Paid
5058423,-15,0,15,No Loan
5058424,-56,-21,35,No Loan
5058426,-39,-24,15,No Loan
5058428,-27,-1,26,No Loan
5058429,-42,-16,26,No Loan
5058430,-41,-14,27,Paid
5058432,-31,-5,26,No Loan
5058433,-25,0,25,No Loan
5058434,-21,0,21,No Loan
5058435,-7,0,7,No Loan
5058436,-3,-1,2,No Loan
5058437,-3,-1,2,No Loan
5058438,-7,-5,2,No Loan
5058439,-25,-23,2,No Loan
5058440,-4,-2,2,No Loan
5058441,-4,0,4,No Loan
5058442,-4,0,4,Paid
5058443,-4,0,4,No Loan
5058444,-4,0,4,Paid
5058445,-13,-9,4,No Loan
5058446,-15,-11,4,No Loan
5058447,-52,-48,4,No Loan
5058450,-43,0,43,Paid
5058451,-14,0,14,Paid
5058452,-19,-12,7,Paid
5058453,-38,0,38,Paid
5058454,-41,-34,7,Paid
5058456,-9,-2,7,Paid
5058457,-41,-34,7,Paid
5058458,-14,0,14,Paid
5058459,-7,0,7,Paid
5058460,-37,0,37,Paid
5058461,-52,0,52,Paid
5058462,-16,0,16,No Loan
5058463,-37,0,37,Paid
5058464,-52,-38,14,Paid
5058466,-29,0,29,Paid
5058467,-14,0,14,No Loan
5058468,-42,0,42,Paid
5058469,-49,0,49,Paid
5058470,-49,0,49,Paid
5058471,-6,0,6,Paid
5058474,-11,0,11,Paid
5058475,-8,0,8,No Loan
5058476,-11,0,11,No Loan
5058477,-31,0,31,No Loan
5058480,-57,-26,31,No Loan
5058481,-35,-4,31,No Loan
5058482,-14,0,14,No Loan
5058483,-13,0,13,No Loan
5058484,-11,0,11,No Loan
5058485,-18,0,18,Paid
5058486,-10,0,10,Paid
5058487,-21,-10,11,No Loan
5058488,-22,-1,21,No Loan
5058489,-51,-40,11,No Loan
5058490,-18,-7,11,No Loan
5058491,-21,0,21,Paid
5058493,-14,-3,11,No Loan
5058494,-2,0,2,No Loan
5058495,-43,0,43,No Loan
5058496,-43,0,43,No Loan
5058499,-27,0,27,Paid
5058500,-60,-20,40,Paid
5058501,-46,-3,43,No Loan
5058502,-23,-21,2,Paid
5058503,-27,0,27,Paid
5058504,-40,-26,14,Paid
5058505,-34,-20,14,No Loan
5058506,-10,0,10,Paid
5058507,-10,0,10,Paid
5058508,-14,0,14,Paid
5058509,-28,-14,14,Paid
5058510,-24,-14,10,No Loan
5058511,-14,-1,13,No Loan
5058512,-2,0,2,No Loan
5058513,-2,0,2,Paid
5058514,-28,0,28,Paid
5058515,-37,0,37,No Loan
5058521,-55,-35,20,Paid
5058522,-24,0,24,Paid
5058523,-20,0,20,Paid
5058526,-47,0,47,Paid
5058527,-38,-17,21,Paid
5058528,-4,0,4,Paid
5058529,-4,0,4,No Loan
5058530,-40,0,40,Paid
5058531,-21,0,21,Paid
5058532,-18,0,18,Paid
5058533,-27,0,27,No Loan
5058534,-11,0,11,Paid
5058535,-16,-5,11,Paid
5058536,-12,-1,11,Paid
5058537,-11,0,11,Paid
5058538,-11,0,11,No Loan
5058539,-11,0,11,Paid
5058540,-4,0,4,No Loan
5058541,-27,0,27,Paid
5058542,-49,0,49,Paid
5058543,-53,0,53,Paid
5058544,-53,0,53,Paid
5058545,-49,0,49,Paid
5058547,-13,0,13,Paid
5058548,-8,0,8,Paid
5058549,-30,-24,6,No Loan
5058550,-5,0,5,Paid
5058551,-16,0,16,No Loan
5058552,-23,-7,16,No Loan
5058553,-23,-7,16,No Loan
5058554,-19,0,19,Paid
5058555,-31,0,31,No Loan
5058556,-12,0,12,Paid
5059743,-6,0,6,Paid
5059744,-17,0,17,Paid
5059745,-47,0,47,No Loan
5059746,-20,0,20,Paid
5059747,0,0,0,Paid
5059748,-8,0,8,Paid
5059749,-16,0,16,No Loan
5059750,-17,0,17,Paid
5059751,-28,0,28,Paid
5059753,-38,0,38,No Loan
5059754,-24,0,24,No Loan
5059755,-26,0,26,Paid
5059756,-38,-1,37,Paid
5059757,-41,0,41,Paid
5059758,-13,0,13,Paid
5059759,-24,0,24,Paid
5059760,-19,0,19,No Loan
5059761,-16,0,16,Paid
5059762,-5,0,5,Paid
5059763,-16,0,16,No Loan
5059764,-6,0,6,No Loan
5059765,-33,0,33,Paid
5059766,-19,0,19,No Loan
5059767,-40,0,40,No Loan
5059768,-40,0,40,No Loan
5059769,-40,0,40,No Loan
5059770,-39,0,39,Paid
5059771,-26,0,26,No Loan
5059772,-33,0,33,No Loan
5059773,-34,0,34,No Loan
5059775,-46,0,46,No Loan
5059776,-52,0,52,No Loan
5059777,-51,0,51,Paid
5059779,-56,0,56,No Loan
5059780,-52,0,52,No Loan
5059781,-18,0,18,Paid
5059782,-40,0,40,No Loan
5059783,-18,0,18,No Loan
5059784,-5,0,5,Paid
